# 菏泽城市道路连接数据（基于高德地图真实坐标计算）
# 格式: 起点ID|终点ID|距离(米)|预计时间(分钟)
# 节点类型: 1-110=景点, 101-388=美食
# 距离使用Haversine公式计算，跨区道路×1.3系数
# 更新日期: 2026-07-13
#

# ========== 牡丹区景点间连接 ==========
342|348|2545|4
344|348|1141|2
351|357|1050|2
351|361|1365|2
355|360|1196|2
357|361|1873|3
364|365|452|1
364|367|1523|2
364|370|889|1
364|372|1063|2
364|375|2375|4
364|378|437|1
364|379|695|1
365|367|1471|2
365|370|761|1
365|372|827|1
365|375|2371|4
365|378|125|1
365|379|278|1
367|370|712|1
367|372|760|1
367|375|904|1
367|378|1592|2
367|379|1332|2
370|372|261|1
370|375|1615|2
370|378|883|1
370|379|632|1
372|375|1649|2
372|378|952|1
372|379|617|1
373|377|2743|4
375|378|2489|4
375|379|2236|3
378|379|384|1
380|381|1650|2
380|382|654|1
381|382|1698|3
386|387|1333|2
